dataset_id,partition,method,stratum,n,prevalence,brier,nll,ece,calibration_slope,calibration_intercept,auprc,auroc,top10_enrichment,integrated_brier,joint_nll,state_n,state_cross_entropy,state_brier,state_total_variation,state_top1_agreement,abstention_rate
GSE239651_expt1,development_outer_oof,source_count_logistic,source_ct_4_plus,1554.0,0.96010296010296,0.0694258833369926,0.2539164183806526,0.067979605959266,0.2831798144628401,1.9720714061156748,0.9902431741408296,0.8214671797976303,1.0415549597855227,0.0698519811016032,0.2539164183806526,0.0,,,,,0.0
GSE239651_expt1,development_outer_oof,count_horizon_logistic,all,38010.0,0.1280452512496711,0.0573731512837294,0.2206949368382608,0.0149182617330345,0.9922255949430564,0.0110156408062959,0.7216480188605606,0.8596889275362484,6.256420793096362,0.0574758340917255,0.2206949368382608,0.0,,,,,0.0
GSE239651_expt1,development_outer_oof,count_horizon_logistic,source_ct_1,34314.0,0.0524858658273591,0.0428551099830303,0.1777699189638463,0.019908924935938,0.8707019656625257,-0.6539675814302497,0.2882779782624664,0.7295651508328459,3.6195780898723706,0.0428321894659205,0.1777699189638463,0.0,,,,,0.0
GSE239651_expt1,development_outer_oof,count_horizon_logistic,source_ct_2_3,2142.0,0.734827264239029,0.2814072637007839,0.8855910956476014,0.2788196687256096,0.3442805149080961,1.176202396834622,0.8826561365317138,0.7263705325983858,1.335545639904258,0.2833687069468751,0.8855910956476014,0.0,,,,,0.0
GSE239651_expt1,development_outer_oof,count_horizon_logistic,source_ct_4_plus,1554.0,0.96010296010296,0.0691434218080914,0.2520472477604316,0.069584100296893,0.2870315243012158,1.9762764264588544,0.9909377532859094,0.821245567759232,1.0415549597855227,0.0694574866233479,0.2520472477604316,0.0,,,,,0.0
GSE239651_expt1,development_outer_oof,ridge_logistic,all,38010.0,0.1280452512496711,0.0512883883567956,0.1989637786050944,0.0166674537496294,0.9947835860527732,-0.0213690802532775,0.7741855590963281,0.9037465681661973,6.492705979042531,0.0510891254478383,0.1989637786050944,0.0,,,,,0.0
GSE239651_expt1,development_outer_oof,ridge_logistic,source_ct_1,34314.0,0.0524858658273591,0.0409607889303751,0.17032210467691,0.0155223183509338,0.8977343468147136,-0.437341813398709,0.3426463887820763,0.7757092353764512,4.985247123781271,0.040780218151299,0.17032210467691,0.0,,,,,0.0
GSE239651_expt1,development_outer_oof,ridge_logistic,source_ct_2_3,2142.0,0.734827264239029,0.2159592838632808,0.6631601225271353,0.1489644798384806,0.3449415060615725,0.8036071744566782,0.85128986459866,0.6852864327003956,1.2342720368783426,0.2153247533496924,0.6631601225271353,0.0,,,,,0.0
GSE239651_expt1,development_outer_oof,ridge_logistic,source_ct_4_plus,1554.0,0.96010296010296,0.0523541467501686,0.1915646991267865,0.0530036972590469,0.4427775570266927,1.9003474143086512,0.9849257711225894,0.7453461471936349,1.0348783254279232,0.0523421048607592,0.1915646991267865,0.0,,,,,0.0
GSE239651_expt1,development_outer_oof,random_forest,all,38010.0,0.1280452512496711,0.0454119330840392,0.1726645229470633,0.0082668642926588,1.0030447785843284,-0.0712693193496951,0.809823426221381,0.9211379977410896,6.583110745839326,0.0452851671886739,0.1726645229470633,0.0,,,,,0.0
