partition,dataset_id,comparator,difference_persist_minus_supervised,ci_low,ci_high,bootstrap_replicates
development_outer_oof,GSE239651_expt1,extra_trees,0.004815345139313,0.0026908434239634,0.0071931092434346,10000
locked_external_e1,GSE239651_expt2,hist_gradient_boosting,-0.0012788817532021,-0.0021882271048234,-0.0003812870161306,10000
