dataset,lineage_id,window,source_time,target_time,source_n,target_n,target_detected,sample_source,source_state_0,source_state_1,source_state_2,source_state_3,source_state_4,source_state_5,target_state_0,target_state_1,target_state_2,target_state_3,target_state_4,target_state_5,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
GSE239651,CellTag_1024,DMSO_d31,day0,DMSO_d31,4,8,1,DMSO_d31,1,2,0,0,1,0,5,3,0,0,0,0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.6094379124341003
GSE239651,CellTag_1041,DMSO_d31,day0,DMSO_d31,1,9,1,DMSO_d31,1,0,0,0,0,0,4,4,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_1042,DMSO_d31,day0,DMSO_d31,3,3,1,DMSO_d31,1,2,0,0,0,0,0,2,0,1,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_1053,DMSO_d31,day0,DMSO_d31,5,14,1,DMSO_d31,0,2,0,1,2,0,6,5,0,1,2,0,0.0,0.4,0.0,0.2,0.4,0.0,0.0,0.0,0.0,1.0,1.791759469228055
GSE239651,CellTag_1076,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_1091,DMSO_d31,day0,DMSO_d31,3,18,1,DMSO_d31,0,1,0,0,2,0,10,7,0,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_1152,DMSO_d31,day0,DMSO_d31,3,6,1,DMSO_d31,1,1,0,0,1,0,2,3,0,0,1,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_1170,DMSO_d31,day0,DMSO_d31,2,2,1,DMSO_d31,0,2,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_1235,DMSO_d31,day0,DMSO_d31,2,15,1,DMSO_d31,2,0,0,0,0,0,4,9,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_1238,DMSO_d31,day0,DMSO_d31,1,8,1,DMSO_d31,0,0,0,0,1,0,4,4,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_1255,DMSO_d31,day0,DMSO_d31,1,3,1,DMSO_d31,0,0,0,0,1,0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_1281,DMSO_d31,day0,DMSO_d31,4,18,1,DMSO_d31,1,2,0,0,1,0,9,9,0,0,0,0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.6094379124341003
GSE239651,CellTag_1298,DMSO_d31,day0,DMSO_d31,3,28,1,DMSO_d31,1,2,0,0,0,0,10,18,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_1342,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_1391,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_1486,DMSO_d31,day0,DMSO_d31,1,2,1,DMSO_d31,0,1,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_1541,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_1600,DMSO_d31,day0,DMSO_d31,2,2,1,DMSO_d31,0,1,0,0,0,1,0,0,0,0,1,1,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_1728,DMSO_d31,day0,DMSO_d31,9,18,1,DMSO_d31,0,5,0,0,4,0,8,9,0,0,1,0,0.0,0.5555555555555556,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,1.0,2.302585092994046
GSE239651,CellTag_1759,DMSO_d31,day0,DMSO_d31,1,4,1,DMSO_d31,0,1,0,0,0,0,2,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_1819,DMSO_d31,day0,DMSO_d31,5,12,1,DMSO_d31,0,3,0,0,2,0,10,1,0,0,1,0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,1.791759469228055
GSE239651,CellTag_1889,DMSO_d31,day0,DMSO_d31,1,3,1,DMSO_d31,0,0,0,0,1,0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_1987,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_2290,DMSO_d31,day0,DMSO_d31,2,5,1,DMSO_d31,0,1,0,0,1,0,0,5,0,0,0,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_2329,DMSO_d31,day0,DMSO_d31,2,9,1,DMSO_d31,0,0,0,0,2,0,3,4,0,0,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_2361,DMSO_d31,day0,DMSO_d31,3,4,1,DMSO_d31,0,1,0,0,2,0,2,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_2418,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_2585,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_2735,DMSO_d31,day0,DMSO_d31,3,4,1,DMSO_d31,0,3,0,0,0,0,1,3,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_2761,DMSO_d31,day0,DMSO_d31,1,2,1,DMSO_d31,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_2772,DMSO_d31,day0,DMSO_d31,2,5,1,DMSO_d31,0,1,0,0,1,0,2,2,0,0,1,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_2810,DMSO_d31,day0,DMSO_d31,2,3,1,DMSO_d31,0,1,0,0,1,0,1,2,0,0,0,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_2821,DMSO_d31,day0,DMSO_d31,2,3,1,DMSO_d31,0,1,0,0,1,0,1,1,0,0,0,1,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_3022,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_3049,DMSO_d31,day0,DMSO_d31,1,4,1,DMSO_d31,0,1,0,0,0,0,0,4,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_3217,DMSO_d31,day0,DMSO_d31,1,4,1,DMSO_d31,1,0,0,0,0,0,3,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_3276,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_3315,DMSO_d31,day0,DMSO_d31,2,2,1,DMSO_d31,0,1,0,0,1,0,1,1,0,0,0,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_3347,DMSO_d31,day0,DMSO_d31,3,1,1,DMSO_d31,0,2,0,0,1,0,0,1,0,0,0,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_3460,DMSO_d31,day0,DMSO_d31,2,3,1,DMSO_d31,0,2,0,0,0,0,1,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_3707,DMSO_d31,day0,DMSO_d31,1,2,1,DMSO_d31,0,0,0,0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_3833,DMSO_d31,day0,DMSO_d31,1,2,1,DMSO_d31,0,0,0,0,1,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_4476,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_4512,DMSO_d31,day0,DMSO_d31,2,1,1,DMSO_d31,0,2,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_4620,DMSO_d31,day0,DMSO_d31,1,3,1,DMSO_d31,0,0,0,0,0,1,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_4672,DMSO_d31,day0,DMSO_d31,1,2,1,DMSO_d31,0,1,0,0,0,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_4690,DMSO_d31,day0,DMSO_d31,2,2,1,DMSO_d31,0,2,0,0,0,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_4774,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_4810,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_4897,DMSO_d31,day0,DMSO_d31,2,2,1,DMSO_d31,0,2,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_5102,DMSO_d31,day0,DMSO_d31,1,13,1,DMSO_d31,0,0,0,0,1,0,8,4,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_5193,DMSO_d31,day0,DMSO_d31,4,7,1,DMSO_d31,1,1,0,0,2,0,4,3,0,0,0,0,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.6094379124341003
GSE239651,CellTag_5375,DMSO_d31,day0,DMSO_d31,1,2,1,DMSO_d31,0,1,0,0,0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_5701,DMSO_d31,day0,DMSO_d31,1,2,1,DMSO_d31,0,0,0,0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_5860,DMSO_d31,day0,DMSO_d31,3,6,1,DMSO_d31,0,2,0,0,1,0,1,4,0,0,1,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_6417,DMSO_d31,day0,DMSO_d31,2,1,1,DMSO_d31,0,0,0,0,2,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_6526,DMSO_d31,day0,DMSO_d31,3,2,1,DMSO_d31,1,1,0,0,1,0,0,2,0,0,0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_6540,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_6638,DMSO_d31,day0,DMSO_d31,1,3,1,DMSO_d31,0,1,0,0,0,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_7124,DMSO_d31,day0,DMSO_d31,2,1,1,DMSO_d31,0,2,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_7977,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_8438,DMSO_d31,day0,DMSO_d31,2,2,1,DMSO_d31,0,2,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_8763,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_12101,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_14975,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_16783,DMSO_d31,day0,DMSO_d31,1,1,1,DMSO_d31,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
