dataset,lineage_id,window,source_time,target_time,source_n,target_n,target_detected,sample_source,source_state_0,source_state_1,source_state_2,source_state_3,source_state_4,source_state_5,target_state_0,target_state_1,target_state_2,target_state_3,target_state_4,target_state_5,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
GSE239651,CellTag_3347,DMSO_d6,day0,DMSO_d6,3,1,1,DMSO_d6,0,2,0,0,1,0,0,1,0,0,0,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.3862943611198906
GSE239651,CellTag_3460,DMSO_d6,day0,DMSO_d6,2,7,1,DMSO_d6,0,2,0,0,0,0,2,2,0,0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098
GSE239651,CellTag_3707,DMSO_d6,day0,DMSO_d6,1,3,1,DMSO_d6,0,0,0,0,1,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_3833,DMSO_d6,day0,DMSO_d6,1,7,1,DMSO_d6,0,0,0,0,1,0,4,2,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_3879,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_3961,DMSO_d6,day0,DMSO_d6,1,2,1,DMSO_d6,0,1,0,0,0,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_4032,DMSO_d6,day0,DMSO_d6,1,3,1,DMSO_d6,0,0,0,0,1,0,1,0,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_4432,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_4476,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_4512,DMSO_d6,day0,DMSO_d6,2,4,1,DMSO_d6,0,2,0,0,0,0,1,3,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098
GSE239651,CellTag_4620,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_4690,DMSO_d6,day0,DMSO_d6,2,3,1,DMSO_d6,0,2,0,0,0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098
GSE239651,CellTag_4774,DMSO_d6,day0,DMSO_d6,1,2,1,DMSO_d6,0,0,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_4810,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_5102,DMSO_d6,day0,DMSO_d6,1,10,1,DMSO_d6,0,0,0,0,1,0,3,5,1,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_5193,DMSO_d6,day0,DMSO_d6,4,6,1,DMSO_d6,1,1,0,0,2,0,3,3,0,0,0,0,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.6094379124341003
GSE239651,CellTag_5375,DMSO_d6,day0,DMSO_d6,1,4,1,DMSO_d6,0,1,0,0,0,0,0,3,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_5595,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_5701,DMSO_d6,day0,DMSO_d6,1,2,1,DMSO_d6,0,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_5804,DMSO_d6,day0,DMSO_d6,2,1,1,DMSO_d6,0,2,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098
GSE239651,CellTag_5860,DMSO_d6,day0,DMSO_d6,3,5,1,DMSO_d6,0,2,0,0,1,0,4,0,0,0,0,1,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.3862943611198906
GSE239651,CellTag_6134,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_6526,DMSO_d6,day0,DMSO_d6,3,3,1,DMSO_d6,1,1,0,0,1,0,3,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.3862943611198906
GSE239651,CellTag_6540,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_6638,DMSO_d6,day0,DMSO_d6,1,2,1,DMSO_d6,0,1,0,0,0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_6781,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_7124,DMSO_d6,day0,DMSO_d6,2,1,1,DMSO_d6,0,2,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098
GSE239651,CellTag_7535,DMSO_d6,day0,DMSO_d6,1,2,1,DMSO_d6,0,1,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_7574,DMSO_d6,day0,DMSO_d6,1,5,1,DMSO_d6,0,0,0,0,1,0,1,2,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_7593,DMSO_d6,day0,DMSO_d6,4,2,1,DMSO_d6,0,2,0,0,2,0,0,1,0,0,1,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.6094379124341003
GSE239651,CellTag_8438,DMSO_d6,day0,DMSO_d6,2,1,1,DMSO_d6,0,2,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098
GSE239651,CellTag_8763,DMSO_d6,day0,DMSO_d6,1,2,1,DMSO_d6,1,0,0,0,0,0,0,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_8905,DMSO_d6,day0,DMSO_d6,2,2,1,DMSO_d6,0,1,0,0,1,0,2,0,0,0,0,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0986122886681098
GSE239651,CellTag_8927,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_10351,DMSO_d6,day0,DMSO_d6,1,2,1,DMSO_d6,0,0,0,0,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_12101,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_14581,DMSO_d6,day0,DMSO_d6,2,2,1,DMSO_d6,0,1,1,0,0,0,1,1,0,0,0,0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098
GSE239651,CellTag_15306,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_15565,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_16667,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_17405,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_20993,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_27750,DMSO_d6,day0,DMSO_d6,1,1,1,DMSO_d6,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6931471805599453
GSE239651,CellTag_0,DMSO_d31,day0,DMSO_d31,9,19,1,DMSO_d31,0,4,0,1,4,0,10,7,0,0,0,2,0.0,0.4444444444444444,0.0,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0,1.0,2.302585092994046
GSE239651,CellTag_31,DMSO_d31,day0,DMSO_d31,6,23,1,DMSO_d31,0,5,0,0,1,0,11,11,0,0,1,0,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,1.9459101490553132
GSE239651,CellTag_33,DMSO_d31,day0,DMSO_d31,1,8,1,DMSO_d31,0,0,0,0,1,0,5,3,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_39,DMSO_d31,day0,DMSO_d31,10,61,1,DMSO_d31,2,4,0,0,4,0,22,32,0,1,4,2,0.2,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,2.3978952727983707
GSE239651,CellTag_42,DMSO_d31,day0,DMSO_d31,1,4,1,DMSO_d31,0,1,0,0,0,0,2,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_43,DMSO_d31,day0,DMSO_d31,2,13,1,DMSO_d31,0,2,0,0,0,0,3,10,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_47,DMSO_d31,day0,DMSO_d31,1,16,1,DMSO_d31,1,0,0,0,0,0,8,6,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_50,DMSO_d31,day0,DMSO_d31,3,15,1,DMSO_d31,1,2,0,0,0,0,7,7,0,0,0,1,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_54,DMSO_d31,day0,DMSO_d31,6,15,1,DMSO_d31,0,4,0,0,2,0,8,7,0,0,0,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.9459101490553132
GSE239651,CellTag_61,DMSO_d31,day0,DMSO_d31,3,1,1,DMSO_d31,1,1,0,0,1,0,0,1,0,0,0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_64,DMSO_d31,day0,DMSO_d31,1,7,1,DMSO_d31,0,0,0,0,1,0,1,6,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_82,DMSO_d31,day0,DMSO_d31,1,2,1,DMSO_d31,0,1,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_84,DMSO_d31,day0,DMSO_d31,1,6,1,DMSO_d31,0,0,0,0,1,0,2,4,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_87,DMSO_d31,day0,DMSO_d31,11,38,1,DMSO_d31,0,6,0,0,5,0,17,19,0,0,0,2,0.0,0.5454545454545454,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,1.0,2.4849066497880004
GSE239651,CellTag_89,DMSO_d31,day0,DMSO_d31,2,2,1,DMSO_d31,0,2,0,0,0,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_91,DMSO_d31,day0,DMSO_d31,5,34,1,DMSO_d31,1,3,0,0,1,0,16,17,0,0,1,0,0.2,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,1.791759469228055
GSE239651,CellTag_92,DMSO_d31,day0,DMSO_d31,5,6,1,DMSO_d31,0,3,0,0,2,0,2,4,0,0,0,0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,1.791759469228055
GSE239651,CellTag_99,DMSO_d31,day0,DMSO_d31,17,77,1,DMSO_d31,2,12,0,0,3,0,33,36,0,2,3,3,0.11764705882352941,0.7058823529411765,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,1.0,2.8903717578961645
GSE239651,CellTag_104,DMSO_d31,day0,DMSO_d31,1,2,1,DMSO_d31,0,1,0,0,0,0,0,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_105,DMSO_d31,day0,DMSO_d31,2,13,1,DMSO_d31,1,1,0,0,0,0,4,7,0,0,2,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_111,DMSO_d31,day0,DMSO_d31,5,35,1,DMSO_d31,0,2,0,0,3,0,20,13,0,1,1,0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,1.791759469228055
GSE239651,CellTag_114,DMSO_d31,day0,DMSO_d31,8,26,1,DMSO_d31,0,6,0,0,2,0,10,15,0,0,0,1,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,2.1972245773362196
GSE239651,CellTag_131,DMSO_d31,day0,DMSO_d31,2,6,1,DMSO_d31,0,1,0,0,1,0,3,3,0,0,0,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_152,DMSO_d31,day0,DMSO_d31,2,2,1,DMSO_d31,0,2,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_153,DMSO_d31,day0,DMSO_d31,4,2,1,DMSO_d31,0,3,0,0,1,0,1,1,0,0,0,0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.6094379124341003
GSE239651,CellTag_161,DMSO_d31,day0,DMSO_d31,3,5,1,DMSO_d31,1,2,0,0,0,0,2,2,0,0,0,1,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_168,DMSO_d31,day0,DMSO_d31,4,25,1,DMSO_d31,0,2,0,0,2,0,14,10,0,0,1,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.6094379124341003
GSE239651,CellTag_173,DMSO_d31,day0,DMSO_d31,1,2,1,DMSO_d31,1,0,0,0,0,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_174,DMSO_d31,day0,DMSO_d31,8,39,1,DMSO_d31,1,4,0,0,3,0,15,21,0,0,0,3,0.125,0.5,0.0,0.0,0.375,0.0,0.0,0.0,0.0,1.0,2.1972245773362196
GSE239651,CellTag_190,DMSO_d31,day0,DMSO_d31,1,2,1,DMSO_d31,0,1,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_194,DMSO_d31,day0,DMSO_d31,2,3,1,DMSO_d31,0,0,0,0,2,0,1,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_195,DMSO_d31,day0,DMSO_d31,4,12,1,DMSO_d31,0,3,0,0,1,0,3,7,0,0,1,1,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.6094379124341003
GSE239651,CellTag_203,DMSO_d31,day0,DMSO_d31,7,39,1,DMSO_d31,0,5,0,0,1,1,16,19,0,0,4,0,0.0,0.7142857142857143,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,1.0,2.0794415416798357
GSE239651,CellTag_227,DMSO_d31,day0,DMSO_d31,10,39,1,DMSO_d31,0,4,0,0,6,0,13,24,0,0,2,0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,2.3978952727983707
GSE239651,CellTag_241,DMSO_d31,day0,DMSO_d31,2,10,1,DMSO_d31,1,0,0,0,1,0,4,6,0,0,0,0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_257,DMSO_d31,day0,DMSO_d31,3,36,1,DMSO_d31,0,3,0,0,0,0,18,18,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_266,DMSO_d31,day0,DMSO_d31,2,1,1,DMSO_d31,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_306,DMSO_d31,day0,DMSO_d31,15,29,1,DMSO_d31,0,12,0,0,3,0,11,14,1,1,1,1,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,2.772588722239781
GSE239651,CellTag_317,DMSO_d31,day0,DMSO_d31,2,1,1,DMSO_d31,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_332,DMSO_d31,day0,DMSO_d31,2,31,1,DMSO_d31,0,2,0,0,0,0,13,17,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_354,DMSO_d31,day0,DMSO_d31,7,11,1,DMSO_d31,0,1,0,0,0,6,0,1,0,0,0,10,0.0,0.14285714285714285,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,1.0,2.0794415416798357
GSE239651,CellTag_372,DMSO_d31,day0,DMSO_d31,2,9,1,DMSO_d31,0,1,0,0,1,0,6,2,0,0,1,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_386,DMSO_d31,day0,DMSO_d31,3,1,1,DMSO_d31,0,2,0,0,1,0,1,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_425,DMSO_d31,day0,DMSO_d31,2,4,1,DMSO_d31,0,2,0,0,0,0,2,2,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_432,DMSO_d31,day0,DMSO_d31,3,5,1,DMSO_d31,0,1,0,0,2,0,3,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_478,DMSO_d31,day0,DMSO_d31,10,22,1,DMSO_d31,1,3,0,0,6,0,11,10,0,0,1,0,0.1,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,2.3978952727983707
GSE239651,CellTag_491,DMSO_d31,day0,DMSO_d31,3,4,1,DMSO_d31,0,1,0,0,2,0,2,2,0,0,0,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_504,DMSO_d31,day0,DMSO_d31,2,2,1,DMSO_d31,0,2,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_506,DMSO_d31,day0,DMSO_d31,4,31,1,DMSO_d31,0,2,0,0,1,1,5,7,0,0,0,19,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,1.0,1.6094379124341003
GSE239651,CellTag_563,DMSO_d31,day0,DMSO_d31,3,5,1,DMSO_d31,1,1,0,0,1,0,1,4,0,0,0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.3862943611198906
GSE239651,CellTag_583,DMSO_d31,day0,DMSO_d31,2,8,1,DMSO_d31,1,0,0,0,1,0,6,1,0,1,0,0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_598,DMSO_d31,day0,DMSO_d31,2,10,1,DMSO_d31,0,2,0,0,0,0,3,7,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_642,DMSO_d31,day0,DMSO_d31,5,13,1,DMSO_d31,0,4,0,0,1,0,7,5,0,0,1,0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,1.791759469228055
GSE239651,CellTag_653,DMSO_d31,day0,DMSO_d31,6,12,1,DMSO_d31,1,4,0,0,1,0,8,3,0,0,1,0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,1.9459101490553132
GSE239651,CellTag_668,DMSO_d31,day0,DMSO_d31,1,3,1,DMSO_d31,0,0,0,0,0,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_676,DMSO_d31,day0,DMSO_d31,5,7,1,DMSO_d31,0,4,0,0,1,0,5,2,0,0,0,0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,1.791759469228055
GSE239651,CellTag_700,DMSO_d31,day0,DMSO_d31,2,8,1,DMSO_d31,0,0,0,0,2,0,2,5,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_703,DMSO_d31,day0,DMSO_d31,4,3,1,DMSO_d31,0,3,0,0,1,0,1,2,0,0,0,0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.6094379124341003
GSE239651,CellTag_728,DMSO_d31,day0,DMSO_d31,4,7,1,DMSO_d31,2,2,0,0,0,0,2,4,0,1,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6094379124341003
GSE239651,CellTag_749,DMSO_d31,day0,DMSO_d31,6,5,1,DMSO_d31,1,4,0,0,1,0,3,2,0,0,0,0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,1.9459101490553132
GSE239651,CellTag_756,DMSO_d31,day0,DMSO_d31,1,2,1,DMSO_d31,0,1,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_760,DMSO_d31,day0,DMSO_d31,2,13,1,DMSO_d31,0,1,0,0,1,0,5,6,0,0,1,1,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_765,DMSO_d31,day0,DMSO_d31,5,3,1,DMSO_d31,0,2,0,0,3,0,2,1,0,0,0,0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,1.791759469228055
GSE239651,CellTag_836,DMSO_d31,day0,DMSO_d31,2,8,1,DMSO_d31,0,1,0,0,1,0,2,4,0,0,2,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0986122886681098
GSE239651,CellTag_858,DMSO_d31,day0,DMSO_d31,4,10,1,DMSO_d31,0,3,0,0,1,0,5,4,0,0,1,0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.6094379124341003
GSE239651,CellTag_865,DMSO_d31,day0,DMSO_d31,4,6,1,DMSO_d31,0,2,0,0,2,0,2,4,0,0,0,0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.6094379124341003
GSE239651,CellTag_882,DMSO_d31,day0,DMSO_d31,4,25,1,DMSO_d31,0,3,0,0,1,0,17,6,0,1,1,0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.6094379124341003
GSE239651,CellTag_883,DMSO_d31,day0,DMSO_d31,4,5,1,DMSO_d31,1,3,0,0,0,0,1,4,0,0,0,0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6094379124341003
GSE239651,CellTag_936,DMSO_d31,day0,DMSO_d31,1,7,1,DMSO_d31,0,0,0,0,1,0,2,4,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_973,DMSO_d31,day0,DMSO_d31,1,6,1,DMSO_d31,0,0,0,0,1,0,3,2,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
GSE239651,CellTag_981,DMSO_d31,day0,DMSO_d31,1,10,1,DMSO_d31,0,0,0,0,1,0,3,4,0,0,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6931471805599453
