scenario,sample_size,method,heldout_coupling_mean,coefficient_cosine_mean,coefficient_sign_accuracy_mean,pure_column_minimum_curvature_mean,restart_direction_variance_mean,runtime_seconds
equivalent_fit_multiple_parameters,large,hard_ot,0.0168284034862088,-0.2544113688817968,0.35,-4.4408920985006256e-10,0.2005703172976242,0.5003224000001865
equivalent_fit_multiple_parameters,large,soft_iot,0.0080968289621564,0.9996845073740523,1.0,0.2206248156610968,1.2128743040078405e-13,4.952731500000027
equivalent_fit_multiple_parameters,medium,hard_ot,0.0398453456738215,-0.049706960938219,0.45,0.0,0.2003217431197611,0.5205571000001328
equivalent_fit_multiple_parameters,medium,soft_iot,0.0210871699295066,0.9983415145486229,1.0,0.2156656246476984,5.09473565422014e-13,5.1341895000005024
equivalent_fit_multiple_parameters,small,hard_ot,0.0938171833217669,0.5467054626072552,0.8,0.0,0.1985994015549889,0.5134705000000395
equivalent_fit_multiple_parameters,small,soft_iot,0.0347287409441338,0.9942211041839318,0.95,0.2236622464124593,1.3034664885149938e-13,5.030546500000128
hard_marginal_flat_direction,large,hard_ot,0.0208109408729076,0.3071178505632653,0.6666666666666666,-3.552713678800501e-10,0.1046584651899108,0.692081299999245
hard_marginal_flat_direction,large,soft_iot,0.0082830124267066,0.9998485454895674,1.0,0.2492449804769592,1.2086722878858425e-13,5.110936600000514
hard_marginal_flat_direction,medium,hard_ot,0.0385105475052465,0.1352156730409033,0.5666666666666667,-1.7763568394002502e-10,0.1059356716471734,0.6832398000001376
hard_marginal_flat_direction,medium,soft_iot,0.0188193685677971,0.9986086113286682,1.0,0.2479566398427835,1.5014670232175692e-13,5.315550500000427
hard_marginal_flat_direction,small,hard_ot,0.0958802397057362,0.5258786574405845,0.8,-2.6645352591003757e-10,0.1026487035585576,0.9586650000005648
hard_marginal_flat_direction,small,soft_iot,0.0413730091053204,0.9946341041826172,0.9666666666666666,0.2512992628211918,1.7071335060856494e-13,6.750700400000369
identifiable_soft_marginal,large,hard_ot,0.0208109408729076,0.3071178505632653,0.6666666666666666,-3.552713678800501e-10,0.1046584651899108,0.6519649999995636
identifiable_soft_marginal,large,soft_iot,0.0082830124267066,0.9998485454895674,1.0,0.2492449804769592,1.2086722878858425e-13,4.87468010000066
identifiable_soft_marginal,medium,hard_ot,0.0385105475052465,0.1352156730409033,0.5666666666666667,-1.7763568394002502e-10,0.1059356716471734,0.6774289999989378
identifiable_soft_marginal,medium,soft_iot,0.0188193685677971,0.9986086113286682,1.0,0.2479566398427835,1.5014670232175692e-13,4.91103990000056
identifiable_soft_marginal,small,hard_ot,0.0958802397057362,0.5258786574405845,0.8,-2.6645352591003757e-10,0.1026487035585576,0.6801649000003636
identifiable_soft_marginal,small,soft_iot,0.0413730091053204,0.9946341041826172,0.9666666666666666,0.2512992628211918,1.7071335060856494e-13,4.965106400000423
nonlinear_or_hidden_confounding_misspecification,large,hard_ot,0.3430455130513091,0.4904016360787412,0.6333333333333334,-2.6645352591003757e-10,0.0837337251635067,0.954131899999993
nonlinear_or_hidden_confounding_misspecification,large,soft_iot,0.3518362092630515,0.9217783834411264,0.8333333333333334,0.2404060087890513,6.1110363625984e-14,5.944397700000536
nonlinear_or_hidden_confounding_misspecification,medium,hard_ot,0.3422692498337726,0.4535726768605465,0.7333333333333334,8.881784197001251e-11,0.0858065902009865,0.9151934000001348
nonlinear_or_hidden_confounding_misspecification,medium,soft_iot,0.343233471001915,0.9211632809891104,0.8333333333333334,0.2344104227169907,2.27466051876883e-13,5.817232399999739
nonlinear_or_hidden_confounding_misspecification,small,hard_ot,0.3188013376460637,0.429528325549842,0.6666666666666667,-1.7763568394002502e-10,0.083638386097697,0.869790899999316
nonlinear_or_hidden_confounding_misspecification,small,soft_iot,0.3230440873730345,0.9101878516429072,0.8333333333333334,0.2424698391401136,1.2503322429637812e-13,5.621882000000824
observation_noise_and_dropout,large,hard_ot,0.218473667565636,0.3839194174979938,0.7,0.0,0.09806132005931,0.7450085999998919
observation_noise_and_dropout,large,soft_iot,0.0754054252905249,0.976446361822364,1.0,0.2581162153347804,3.2057235582783725e-13,5.237818399999924
observation_noise_and_dropout,medium,hard_ot,0.1671675858628806,0.3466383908762682,0.7333333333333333,0.0,0.1037112199506172,0.7218090000005759
observation_noise_and_dropout,medium,soft_iot,0.0945995318264426,0.9717133451591164,0.9333333333333332,0.2491398179316206,2.8855548868501853e-13,5.142570500000147
observation_noise_and_dropout,small,hard_ot,0.2328801431662507,0.4202063654225686,0.7333333333333333,-1.7763568394002502e-10,0.1072646725416182,0.7267309999997451
observation_noise_and_dropout,small,soft_iot,0.0760775130023072,0.98673125075818,0.9,0.2436708522957076,2.0492696497822981e-13,5.180205899999692
shared_plus_context_offset,large,hard_ot,0.0157037394567935,0.472157128377438,0.7666666666666666,8.881784197001251e-11,0.1054236232492832,0.624537600000167
shared_plus_context_offset,large,soft_iot,0.1262813049929343,0.991079089030596,1.0,0.2155665280945129,1.3215665987576494e-13,5.046029699999508
shared_plus_context_offset,medium,hard_ot,0.0385743377874026,0.0449269748525086,0.5333333333333333,0.0,0.1023872392955242,0.6324451000004956
shared_plus_context_offset,medium,soft_iot,0.1302739903442,0.9924968023372304,1.0,0.2222387047723373,1.7160619860487774e-13,4.862778599999729
shared_plus_context_offset,small,hard_ot,0.0918863298436944,0.3557991263955534,0.6333333333333334,0.0,0.1057486972231853,0.7956433999997898
shared_plus_context_offset,small,soft_iot,0.1398209452242274,0.9705413364170994,0.9666666666666666,0.2119266399702724,1.7692290843466998e-13,5.33167289999983
