dataset,method,seed,status,runtime_seconds,artifact,coupling_relative_frobenius,transition_weighted_l1,fate_pearson,fate_spearman,fate_top1_accuracy,objective
macsgestalt_transition_panel,prescient,20260916,success,4.970087499999863,results/B2_lineage_transition/prescient/macsgestalt_transition_panel_seed20260916.npz,0.91914396672175,0.6758110035515296,0.7472279095775682,0.621023741518435,0.7857142857142857,
macsgestalt_transition_panel,tigon,20260916,success,19.89577809999992,results/B2_lineage_transition/tigon/macsgestalt_transition_panel_seed20260916.npz,0.9299757145560767,0.7174029970849015,0.7512864617151734,0.6165217856723526,0.8095238095238095,
macsgestalt_transition_panel,mioflow,20260917,success,11.484083600000304,results/B2_lineage_transition/mioflow/macsgestalt_transition_panel_seed20260917.npz,1.00300696197363,1.335157605047449,0.4269021648919376,0.4082066544270583,0.5476190476190477,
macsgestalt_transition_panel,prescient,20260917,success,4.637583499999892,results/B2_lineage_transition/prescient/macsgestalt_transition_panel_seed20260917.npz,0.927314350848032,0.7075988608674194,0.7463828770088128,0.6092115493554686,0.7857142857142857,
macsgestalt_transition_panel,tigon,20260917,success,19.72212709999985,results/B2_lineage_transition/tigon/macsgestalt_transition_panel_seed20260917.npz,0.9354347742344628,0.7526388148578879,0.7409543006229233,0.6115787545899247,0.7857142857142857,
macsgestalt_transition_panel,mioflow,20260918,success,11.78794199999993,results/B2_lineage_transition/mioflow/macsgestalt_transition_panel_seed20260918.npz,1.0020868131043903,1.33810838528661,0.407414803511065,0.4199111743891532,0.4761904761904761,
macsgestalt_transition_panel,prescient,20260918,success,5.187965800000711,results/B2_lineage_transition/prescient/macsgestalt_transition_panel_seed20260918.npz,0.9280846625566778,0.7301966681847867,0.7424762694139533,0.6152303803833008,0.7619047619047619,
macsgestalt_transition_panel,tigon,20260918,success,19.38227749999988,results/B2_lineage_transition/tigon/macsgestalt_transition_panel_seed20260918.npz,0.9541013749938376,0.9283452308512878,0.7211851023313107,0.6107621708556491,0.7619047619047619,
macsgestalt_transition_panel,mioflow,20260919,success,11.830186999999569,results/B2_lineage_transition/mioflow/macsgestalt_transition_panel_seed20260919.npz,0.991313987139386,1.2174254614207702,0.4856931153334063,0.4427858156122435,0.5476190476190477,
macsgestalt_transition_panel,prescient,20260919,success,4.753263999999945,results/B2_lineage_transition/prescient/macsgestalt_transition_panel_seed20260919.npz,0.9232862449047136,0.7041725058485173,0.7482161474805122,0.6109473235889521,0.7857142857142857,
macsgestalt_transition_panel,tigon,20260919,success,20.06999889999952,results/B2_lineage_transition/tigon/macsgestalt_transition_panel_seed20260919.npz,0.9536765217854136,0.8469570562504978,0.7351985165769845,0.6168417691672761,0.7619047619047619,
macsgestalt_transition_panel,mioflow,20260920,success,12.103159299999788,results/B2_lineage_transition/mioflow/macsgestalt_transition_panel_seed20260920.npz,1.001329332116878,1.2143644353824117,0.4489899888047731,0.4108083399984061,0.5,
macsgestalt_transition_panel,prescient,20260920,success,4.769642400000521,results/B2_lineage_transition/prescient/macsgestalt_transition_panel_seed20260920.npz,0.934123566609378,0.762888689901581,0.7375832873134232,0.6031986769551924,0.7857142857142857,
macsgestalt_transition_panel,tigon,20260920,success,20.34762430000046,results/B2_lineage_transition/tigon/macsgestalt_transition_panel_seed20260920.npz,0.9263516686389875,0.7061222389859736,0.7483483145378048,0.6170738402927092,0.8095238095238095,
